timestamp,vibration_rms,motor_temp_C,spindle_current_A,rpm,tool_usage_min,coolant_temp_C,cutting_force_N,power_consumption_W,acoustic_level_dB,machine_hours_today,total_machine_hours,machine_health_score,days_to_maintenance,is_anomaly,anomaly_type,anomaly_severity,vibration_trend,motor_temp_trend,power_efficiency,tool_wear_rate,vibration_std_24h,temp_rate_change,current_stability,hour,day_of_week,day_of_month,month,anomaly_score,predicted_anomaly,predicted_days_to_maintenance,predicted_health_score
2025-01-01 00:00:00,0.874507122951685,60.55416817225187,14.970189546947532,3138.643520331741,0.0,33.234089849043364,191.48288236723843,5436.188867622797,71.90971477053154,7.83470826288168,5001.0,100.0,30.0,0.0,normal,0.0,0.874507122951685,60.55416817225187,577.3610146301347,0.0,,0.0,,0,2,1,1,-0.0030714804243842653,1,,
2025-01-01 01:00:00,0.7792603548243223,65.98601911372802,14.839102851283588,2594.4645456658304,18.182740276584425,28.45915040172424,207.68815442599103,5417.992198053277,75.43989776293853,7.83470826288168,5002.0,100.0,30.0,0.0,normal,0.0,0.8268837388880037,63.27009364298995,478.8608862519292,18.182740276584425,0.0673496356289608,5.431850941476149,0.0926922914273126,1,2,1,1,-0.01608038739762485,1,,
2025-01-01 02:00:00,0.8971532807151039,66.99288699398714,16.830424344626575,2822.7919506043245,35.19761558688195,32.28672306041166,204.35131849453148,4624.818636462043,76.77756302928262,7.83470826288168,5003.0,100.0,30.0,0.0,normal,0.0,0.8503069194970371,64.51102475998901,610.3573291176111,17.014875310297526,0.0625613529202102,1.0068678802591222,1.113778741800918,2,2,1,1,0.014019196073974505,0,,
2025-01-01 03:00:00,1.0284544784612035,69.56059615408506,13.38498130879348,2933.484124030025,50.06628108162906,30.36971730812073,200.65850799685083,5639.459037436444,76.8903239867512,7.83470826288168,5004.0,98.53095570004824,30.0,0.0,normal,0.0,0.8948438092380787,65.77341760851303,520.1711909877641,14.868665494747106,0.102681157525099,2.56770916009792,1.412487488025466,3,2,1,1,0.00929167390529223,0,,
2025-01-01 04:00:00,0.7648769937914996,71.32216274627349,13.856221141280102,3140.6280394472096,63.000670046637765,30.50438970846857,213.9579997898689,4417.256948700785,74.82417877265259,7.83470826288168,5005.0,100.0,30.0,0.0,normal,0.0,0.8688504461487628,66.88316663606511,710.9905708272051,12.934388965008708,0.1062348328303183,1.76156659218843,1.3269586388645458,4,2,1,1,0.0020290230718427726,0,,
2025-01-01 05:00:00,0.764879456457623,60.939623232688525,16.55445433810872,3499.686096744299,81.40347555578411,26.0593828372972,190.08738204871128,4750.0909668889535,74.27789228445808,7.83470826288168,5006.0,100.0,30.0,0.0,normal,0.0,0.8515219478669063,65.89257606883568,736.7619106958703,18.402805509146347,0.1040688852703554,-10.382539513584966,1.3912930598252036,5,2,1,1,-0.013230957007410615,1,,
2025-01-01 06:00:00,1.0368819223261088,61.756569955158646,14.106697597224212,2954.3988546380565,98.5086620784758,25.59417329358856,191.37220325534724,5191.601049636795,76.35464247371851,7.83470826288168,5007.0,99.24461861544138,30.0,0.0,normal,0.0,0.878001944218221,65.30171805259612,569.0727824405434,17.105186522691696,0.1180407084379712,0.8169467224701208,1.321495729647112,6,2,1,1,0.033609303180471894,0,,
2025-01-01 07:00:00,0.9151152093729364,59.96968856434154,16.35079961599739,2718.604507579202,114.86686126642915,29.558868119465373,199.8214876535866,4658.573486118958,75.7995649499346,7.83470826288168,5008.0,99.11019304905408,30.0,0.0,normal,0.0,0.8826411023625603,64.63521436656428,583.5701670650392,16.358199187953346,0.1100693763271714,-1.7868813908171075,1.321961210338792,7,2,1,1,0.037655941168606544,0,,
2025-01-01 08:00:00,0.7295788421097572,64.06392056357207,17.549153974513064,3080.4536154402595,131.79688888905326,30.493812126833223,190.3978024235945,5105.527634271736,74.22312349569746,7.83470826288168,5009.0,99.50578691794314,30.0,0.0,normal,0.0,0.8656341845566933,64.57173727734293,603.3565649047089,16.93002762262411,0.1149085568342087,4.09423199923053,1.4796332173482052,8,2,1,1,0.040542978135371,0,,
2025-01-01 09:00:00,0.8813840065378947,66.86543349778533,14.39730745958755,3264.199157908142,143.29992193476264,27.749604344524556,207.620184365819,5096.430431521319,70.31436428482671,7.83470826288168,5010.0,98.52107831338948,30.0,0.0,normal,0.0,0.8672091667548134,64.80110689938718,640.4873375135539,11.503033045709373,0.1084512500173645,2.801512934213264,1.429373053100316,9,2,1,1,0.03994581924260532,0,,
